id,alias1,alias2,Name,Leader,Auto,Tap,Slide,Drive,image,thumbnail,type,element,rank,notes
light feather daron,,,Light Feather Daron,Evasion rate +12% to all allies,Deals 47 damage,Deals 90 damage to 1 enemy and skill defense +30 for 16s or 2 hits to self,Deals 225 damage to 1 enemy and gains Taunt (80% provocation) and Fury (saves up to 300% damage received and returns 1 time) for 6s,Deals 632 damage to 3 random enemies and skill defense +25% for 20s to all allies                        ,http://i.imgur.com/EGxb2rc.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13284346166.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
arms,,,Arms,Evasion rate +12% to all allies,Deals 48 damage,Deals 101 damage to 1 enemy and gains Fury (saves up to 150% damage received and returns 1 time),Skilll defense +30 for 12s to all allies,Deals 688 damage to 3 random enemies,http://i.imgur.com/loq6R6K.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13669512326.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
liyuga,,,Liyuga,Evasion rate +12% to all allies,Deals 48 damage,Deals 102 damage to 1 enemy and gains Fury (saves up to 150% damage received and returns 1 time),Skilll defense +30 for 12s to all allies,Deals 691 damage to 3 random enemies,http://i.imgur.com/L0gBUz2.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10868136072.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
wangkuni,,,Wangkuni,Evasion rate +12% to all allies,Deals 49 damage,Deals 107 damage to 1 enemy and defense +350 for 8s to self,Deals 254 damage to 1 enemy and gains Taunt (80% provocation) and Fury (saves up to 330% damage received and returns  1 time) for 6s,Deals 676 damage to 3 random enemies and skill defense +35% for 20s to ally with lowest HP and self,http://i.imgur.com/FjYvG5f.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12513762032.png,Tank,Light,:star::star::star:,I'm still thinking. Come back later for comments.
angelot,,,Angelot,Debuff evasion rate +15% to all allies,Deals 51 damage,Deals 127 damage to 1 enemy and heals 243HP to ally with lowest HP,Heals 300HP and 50% chance to remove all debuffs to 2 allies with lowest HP,Heals 800HP and 100% chance to remove all debuffs to 2 allies with lowest HP,https://i.imgur.com/tDkx0GA.png,https://i.imgur.com/yDyxAFL.png,Healer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
berit,,,Berit,Debuff evasion rate +15% to all allies,Deals 49 damage,Heals 145HP to ally with lowest HP,Deals 231 damage to 1 random enemy and continuous and instant heal +35% for 12s to 2 allies with lowest HP,Gives 137HP continuous heal for 18s to 2 allies with lowest HP,http://i.imgur.com/ghheF4G.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13435539796.png,Healer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
salmacis,,,Salmacis,Debuff evasion rate +15% to all allies,Deals 49 damage,Heals 146HP to ally with lowest HP,Deals 232 damage to 1 random enemy and continuous and instant heal +35% for 12s to 2 allies with lowest HP,Gives 138HP continuous heal for 18s to 2 allies with lowest HP,http://i.imgur.com/NndOcLl.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12812414898.png,Healer,Light,:star::star::star:,I'm still thinking. Come back later for comments.
genius,,,Genius,Critical +300 to all allies,Deals 57 damage,Deals 182 damage plus 60 additional damage 2 times to 1 enemy,Deals 194 (135%) damage to 2 random enemies,Deals 868 damage to 3 random enemies,http://i.imgur.com/BtYnDdd.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12832653068.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
jeonseol,,,Jeonseol,Critical +300 to all allies,Deals 58 damage,Deals 186 damage to 1 enemy,Deals 311 damage plus 70 additional damage 2 times to 1 enemy (400 ignore defense damage),Deals 911 damage to 3 random enemies,http://i.imgur.com/jy2HRmw.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12734481455.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
idun,,,Idun,Critical +300 to all allies,Deals 58 damage,Deals 186 damage to 1 enemy,Deals 312 damage plus 70 additional damage 2 times to 1 enemy (400 ignore defense damage),Deals 913 damage to 3 random enemies,http://i.imgur.com/YhuZI2P.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10527421106.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
medea,,,Medea,Critical +300 to all allies,Deals 58 damage,Deals 190 damage to 1 enemy and critical rate +35% for 10s to self,Attack +400 for 20s to 3 allies with highest attack,Deals 805 damage to 4 random enemies,http://i.imgur.com/g09YVir.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10439760229.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
kratos,,,Kratos,Critical +300 to all allies,Deals 58 damage,Deals 188 damage plus 60 additional damage 2 times to 1 enemy,Deals 204 (135%) damage to 2 random enemies,Deals 885 damage to 3 random enemies,http://i.imgur.com/nQiYBpk.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11174345108.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
valkyrie,,,Valkyrie,Critical +300 to all allies,Deals 58 damage,Deals 191 damage to 1 enemy and critical rate +35% for 10s to self,Deals 191 (125%) damage to 2 random enemies,Deals 921 damage to 4 random enemies and Bleeding (150 continuous damage) for 10s to 3 enemies with lowest HP,http://i.imgur.com/6cw9Otd.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11214248717.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
gift bag,,,Gift Bag,Critical +300 to all allies,Deals 58 damage,Deals 188 damage to 1 enemy with 80 additional damage if enemy is debuffed,Deals 285 damage plus 40 additional damage 2 times to 2 random enemies (80 ignore defense damage),Deals 796 damage to 4 random enemies,http://i.imgur.com/aBQ4LOt.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14346161022.png,Attacker,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
purple revenger,,,Purple Revenger,Attack -12.5% to all enemies,Deals 53 damage,Deals 143 damage to 1 enemy,Attack -35% for 10s to enemy with highest attack,Deals 829 damage and attack -35% for 20s to 3 random enemies                        ,http://i.imgur.com/DdOGiw1.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11640522123.png,Debuffer,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
skuld,,,Skuld,Attack -12.5% to all enemies,Deals 54 damage,Deals 150 damage to 1 enemy,Attack -35% for 20s to enemy with highest attack,Deals 848 damage and attack -38% for 20s to 3 random enemies                        ,http://i.imgur.com/lC5KY2M.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12848166934.png,Debuffer,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
elias,,,Elias,Critical rate +15% to all allies,Deals 51 damage,Deals 123 damage to 1 enemy,Critical rate +50% for 18s and critical damage +22% for 14s to 2 random allies,Deals 800 damage to 3 random enemies,http://i.imgur.com/jw4njHt.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12922513025.png,Support,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
cynthia,,,Cynthia,Critical rate +15% to all allies,Deals 51 damage,Deals 125 damage to 1 enemy and critical rate +40% for 5s to 1 random ally,Critical rate +52% for 18s and critical damage +22% for 14s to 2 allies with highest attack,Deals 809 damage to 3 random enemies and critical damage +30% for 25s to 2 allies with highest attack,http://i.imgur.com/PaEFBjB.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13602518454.png,Support,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
messenger,,,Messenger,Gives Reflect (30 damage) to all allies,Deals 47 damage,Deals 94 damage to 1 enemy and defense +350 for 8s to self,Gains Reflect (returns 30% of damage received) for 8s and Taunt (80% provocation) for 6s,Deals 642 damage to 3 random enemies and gives Reflect (returns 35% of damage received) for 20s to all allies,http://i.imgur.com/3r2KJdN.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13210170603.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
dark watcher,,,Dark Watcher,Gives Reflect (30 damage) to all allies,Deals 47 damage,Deals 96 damage to 1 enemy and skill defense +22 for 8s to self,Gains Reflect (returns 30% of damage received) for 8s and Taunt (80% provocation) for 6s,Deals 663 damage to 3 random enemies and gives Reflect (returns 45% of damage received) for 20s to ally with lowest HP and self,http://i.imgur.com/10R0VLw.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13533938511.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
black feather daron,,,Black Feather Daron,Gives Reflect (30 damage) to all allies,Deals 47 damage,Deals 90 damage to 1 enemy and defense +350 for 8s to self,Gains Reflect (returns 30% of damage received) for 8s and Taunt (80% provocation) for 6s,Deals 632 damage to 3 random enemies and gives Reflect (returns 35% of damage received) for 20s to all allies                                ,http://i.imgur.com/Y40JXEj.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11721219977.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
chain killer,,,Chain Killer,Gives Reflect (30 damage) to all allies,Deals 48 damage,Deals 102 damage to 1 enemy and skill defense +22 for 8s to self,Deals 248 damage to 2 enemies with highest defense and gains a +1000HP shield for 9s and Taunt (100% provocation) for 7s,Deals 663 damage to 3 random enemies and gives Reflect (returns 45% of damage received) for 20s to ally with lowest HP and self,http://i.imgur.com/8di3eyE.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14153936541.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
baal,,,Baal,Gives Reflect (30 damage) to all allies,Deals 49 damage,Deals 108 damage to 1 enemy and gains Vampirism (absorbs 50HP per hit) for 2 turns,Gives Reflect (returns 20% of damage received) for 10s to all allies,Deals 707 damage to 3 random enemies,http://i.imgur.com/sZ4bXqB.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12878994560.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
mona,,,Mona,Gives Reflect (30 damage) to all allies,Deals 49 damage,Deals 109 damage to 1 enemy and gains Vampirism (absorbs 50HP per hit) for 2 turns,Deals 267 damage to 1 enemy and give a +30%HP shield for 10s to all allies,Deals 758 damage to 3 random enemies and defense +100% for 17s to self and gains Taunt (100% provocation) for 15s,http://i.imgur.com/68iIOB3.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12256407129.png,Tank,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
chaser,,,Chaser,Gives Vampirism (absorbs 30HP per hit) to all allies,Deals 49 damage,Deals 105 damage to 1 enemy and debuff evasion rate +38% for 6s to ally with lowest HP,Deals 219 damage to 1 random enemy and heals 220HP to 2 allies with lowest HP,Heals 15%HP+40HP to 3 allies with lowest HP,http://i.imgur.com/R7sqTJg.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13913267551.png,Healer,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
alecto,,,Alecto,Gives Vampirism (absorbs 30HP per hit) to all allies,Deals 50 damage,Deals 115 damage to 1 enemy and debuff evasion rate +40% for 6s to ally with lowest HP,Deals 229 damage to 1 random enemy and heals 235HP to 2 allies with lowest HP,Heals 19%HP+45HP to 2 allies with lowest HP,http://i.imgur.com/qwAFxRK.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13438139536.png,Healer,Dark,:star::star::star:,I'm still thinking. Come back later for comments.
fighter,,,Fighter,Tap damage +60 to all allies,Deals 57 damage,Deals 181 damage plus 60 additional damage 2 times to 1 enemy,Deals 318 damage and Bleeding (110 continuous damage) for 14s to 1 random enemy,Deals 866 damage to 3 random enemies,http://i.imgur.com/gPW0tE3.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10579292401.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
bazooka,,,Bazooka,Tap damage +60 to all allies,Deals 57 damage,Deals 181 damage to 1 enemy,Deals 255 damage and Bleeding (100 continuous damage) for 10s to 2 random enemies,Deals 898 damage to 3 random enemies,http://i.imgur.com/cZenEvs.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11536792129.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
pyro,,,Pyro,Tap damage +60 to all allies,Deals 57 damage,Deals 185 damage and Bleeding (90 continuous damage) for 4s to 1 enemy,Deals 361 damage to 2 random enemies,Deals 794 damage to 4 random enemies,http://i.imgur.com/IKtvjNk.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13451297208.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
vesta,,,Vesta,Tap damage +60 to all allies,Deals 58 damage,Deals 185 damage to 1 enemy,Deals 260 damage and Bleeding (100 continuous damage) for 10s to 2 random enemies,Deals 910 damage to 3 random enemies,http://i.imgur.com/saX4nON.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12519772660.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
sekhmet,,,Sehkmet,Tap damage +60 to all allies,Deals 58 damage,Deals 187 damage and Bleeding (90 continuous damage) for 4s to 1 enemy,Deals 363 damage to 2 random enemies,Deals 798 damage to 4 random enemies,http://i.imgur.com/dTDfvRk.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12442213414.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
shamash,,,Shamash,Tap damage +60 to all allies,Deals 58 damage,Deals 186 damage to 1 enemy,Deals 262 damage and Bleeding (100 continuous damage) for 10s to 2 random enemies,Deals 913 damage to 3 random enemies,http://i.imgur.com/2XqlWLU.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13510546679.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
davi,,,Davi,Tap damage +60 to all allies,Deals 58 damage,Deals 193 damage and Bleeding (90 continuous damage) for 4s to 1 enemy,Deals 393 damage to all enemies,Deals 936 damage to all enemies and Bleeding (120 continuous damage) for 10s to 3 enemies with highest HP,http://i.imgur.com/5PqDuVh.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13086268568.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
rhun,,,Rhun,Tap damage +60 to all allies,Deals 58 damage,Deals 186 damage plus 45 additional damage 3 times to 1 enemy,Deals 274 damage plus 200 ignore defense damage to 3 random enemies,Deals 880 damage to 3 random enemies,http://i.imgur.com/JsT3DR9.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i14024338069.png,Attacker,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
red revenger,,,Red Revenger,Defense -20% to all enemies,Deals 53 damage,Deals 140 damage and defense -30% for 6s to 1 enemy,Deals 245 damage to 1 random enemy and Bleeding (180 continuous damage) for 12s to 2 enemies with highest defense,Deals 669 damage to 3 random enemies and bleeding (250 continuous damage) and defense -40% for 18s to 3 random enemies                                ,http://i.imgur.com/9Eo0YEL.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13932954454.png,Debuffer,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
treasure chest,,,Treasure Chest,Defense -20% to all enemies,Deals 52 damage,Deals 134 damage to 1 enemy,Deals 314 damage and defense -500 for 10s to 2 enemies with highest defense,Deals 788 damage and defense -60% for 20s to 3 random enemies,http://i.imgur.com/MdlV9OY.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12779755078.png,Debuffer,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
tiamat,,,Tiamat,Defense -20% to all enemies,Deals 54 damage,Deals 153 damage to 1 enemy,Defense -46% for 10s to 2 enemies with highest defense,Deals 822 damage and defense -35% for 20s to 3 random enemies,http://i.imgur.com/Du7A6n0.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13759847920.png,Debuffer,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
tyche,,,Tyche,Defense -20% to all enemies,Deals 54 damage,Deals 158 damage and defense -33% for 6s to 1 enemy,Deals 343 damage and Bleeding (200 continuous damage) for 12s to 2 enemies with priority to debuff type,Deals 848 damage and Bleeding (270 continuous damage) for 18s to 3 enemies with priority to support type,http://i.imgur.com/9NSIAiV.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i16683863758.png,Debuffer,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
medea,,,Medea,Attack +15% to all allies,Deals 50 damage,Deals 121 damage to 1 enemy,Attack +400 for 2 turns to 3 allies with highest attack,Deals 795 damage to 3 random enemies,http://i.imgur.com/F0uVH1a.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15180176083.png,Support,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
hypnos,,,Hypnos,Attack +15% to all allies,Deals 51 damage,Deals 125 damage to 1 enemy and attack +30% for 8s to 1 random ally,Attack +450 for 20s to 3 allies with highest attack,Deals 745 damage to 3 random enemies and skill damage +44% for 23s to 3 random allies     ,http://i.imgur.com/cU4EIMz.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13736324903.png,Support,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
burning watcher,,,Burning Watcher,HP +500 to all allies,Deals 47 damage,Deals 95 damage to 1 enemy and defense +350 for 8s to self,Gains a +1000HP barrier for 8s and Taunt (80% provocation) for 6s,Deals 644 damage to 3 random enemies and gives a +12.5%HP barrier for 24s to all allies,http://i.imgur.com/43RfcaE.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13450260277.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
scarlet feather daron,,,Scarlet Feather Daron,HP +500 to all allies,Deals 47 damage,Deals 90 damage to 1 enemy and defense +350 for 8s to self,Gains a +1000HP barrier for 8s and Taunt (80% provocation) for 6s,Deals 632 damage to 3 random enemies and gives a +12.5%HP barrier for 24s to all allies                        ,http://i.imgur.com/x2l22mW.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11715126920.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
phoenix,,,Phoenix,HP +500 to all allies,Deals 48 damage,Deals 99 damage to 1 enemy and skill defense +18 for 5s to self,Gains a +1000HP barrier for 8s and Taunt (80% provocation) for 6s,Deals 654 damage to 3 random enemies and gives a +22%HP barrier for 24s to ally with lowest HP and self,http://i.imgur.com/KibHSxv.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12627733595.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
anger dragon,,,Anger Dragon,HP +500 to all allies,Deals 48 damage,Deals 105 damage to 1 enemy and skill defense +18 for 5s to self,Gains a +1000HP barrier for 8s and Taunt (80% provocation) for 6s,Deals 669 damage to 3 random enemies and gives a +22%HP barrier for 24s to ally with lowest HP and self,http://i.imgur.com/uYyPM8I.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10489949142.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
red blood wyvern,,,Red Blood Wyvern,HP +500 to all allies,Deals 48 damage,Deals 105 damage to 1 enemy and skill defense +18 for 5s to self,Gains a +1000HP barrier for 8s and Taunt (80% provocation) for 6s,Deals 671 damage to 3 random enemies and gives a +22%HP barrier for 24s to ally with lowest HP and self,http://i.imgur.com/8l2p1NF.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13253813022.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
tartarus,,,Tartarus,HP +500 to all allies,Deals 49 damage,Deals 110 damage to 1 enemy and skill defense +22 for 8s to self,Gives a +600HP barrier for 10s to all allies,Deals 761 damage to 3 random enemies and gives a +50%HP barrier and skill defense +20 for 25s to all allies,http://i.imgur.com/Bm7rWot.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12343995492.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
judas,,,Judas,HP +500 to all allies,Deals 49 damage,Deals 109 damage to 1 enemy and skill defense +22 for 8s to self			,Gives a +600HP barrier for 10s to all allies,Deals 709 damage to 3 random enemies,http://i.imgur.com/iZuADSO.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12436540036.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
bukududool,,,Bukududool,HP +500 to all allies,Deals 48 damage,Deals 100 damage to 1 enemy and gains a +300HP shield for 8s,Deals 152 damage to 3 random enemies and +400 defense to self and gains Taunt (80% provocation) for 7s,Deals 574 damage to 3 random enemies and gives a +800HP barrier for 10s to all allies,http://i.imgur.com/RRUoLmW.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i15476190033.png,Tank,Fire,:star::star::star:,I'm still thinking. Come back later for comments.
lesser demeter,,,Demeter,Instant heals +80 to all allies,Deals 50 damage,Deals 119 damage to 1 enemy,Heals 224HP to 2 allies with lowest HP,Heals 19.5%HP+44HP and gives 126HP continuous heal for 8s to 2 allies with lowest HP,http://i.imgur.com/4a3eMvf.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10839355300.png,Healer,Fire,:star::star::star:,for 5* version search `demeter`
seshet,,,Seshet,Auto damage +60 to all allies,Deals 57 damage,Deals 184 damage plus 60 additional damage 2 times to 1 enemy,Deals 321 damage and Poison (320 damage when enemy attacks) for 4 turns to 1 random enemy,Deals 873 damage to 3 random enemies,http://i.imgur.com/aNyIGzQ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13169385699.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
calypso,,,Calypso,Auto damage +80 to all allies,Deals 62 damage,Deals 224 damage to 1 enemy,Deals 327 damage plus 60 additional damage 2 times to 2 random enemies,Deals 772 damage and Poison (320 damage when enemy attacks) for 3 turns to 4 random enemies,http://i.imgur.com/HSTnMUk.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11604558750.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
goga,,,Goga,Auto damage +60 to all allies,Deals 57 damage,Deals 184 damage to 1 enemy,Deals 259 damage and Poison (220 damage when enemy attacks) for 4 turns to 2 random enemies,Deals 907 damage to 3 random enemies,http://i.imgur.com/pNWGnwb.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13942524244.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
atalanta,,,Atalanta,Auto damage +60 to all allies,Deals 58 damage,Deals 187 damage plus 60 additional damage 2 times to 1 enemy,Deals 325 damage and Poison (320 damage when enemy attacks) for 4 turns to 1 random enemy,Deals 882 damage to 3 random enemies,http://i.imgur.com/FIV3WlY.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11555341297.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
jeanne d'arc,,,Jeanne d'Arc,Auto damage +60 to all allies,Deals 58 damage,Deals 188 damage to 1 enemy,Deals 264 damage and Poison (220 damage when enemy attacks) for 4 turns to 2 random enemies,Deals 918 damage to 3 random enemies,http://i.imgur.com/2IE5IXa.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12811652765.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
vulcanus,,,Vulcanus,Auto damage +60 to all allies,Deals 58 damage,Deals 191 damage and Poison (220 damage when enemy attacks) for 3 turns to 1 enemy,Deals 368 damage to 2 random enemies,Deals 809 damage to 4 random enemies,http://i.imgur.com/7HdbOwb.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i11968124222.png,Attacker,Water,:star::star::star:,I'm still thinking. Come back later for comments.
blue revenger,,,Blue Revenger,Skill gauge charge rate -14% to all enemies,Deals 53 damage,Deals 141 damage to 1 enemy,Deals 323 damage and skill gauge charge rate -28% for 12s to 2 random enemies,Deals 797 damage and skill gauge charge rate -35% for 20s to 3 random enemies,http://i.imgur.com/PG7jlNc.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13253874275.png,Debuffer,Water,:star::star::star:,I'm still thinking. Come back later for comments.
mnemosyne,,,Mnemosyne,Skill gauge charge rate -14% to all enemies,Deals 53 damage,Deals 140 damage and skill gauge charge rate -20% for 6s to 1 enemy,Skill gauge -36% to 2 random enemies,Deals 798 damage and skill gauge charge rate -35% for 20s to 3 random enemies,http://i.imgur.com/pcengq4.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10846831250.png,Debuffer,Water,:star::star::star:,I'm still thinking. Come back later for comments.
hecate,,,Hecate,Skill gauge charge rate -14% to all enemies,Deals 54 damage,Deals 152 damage and skill gauge charge speed -20% for 6s to 1 enemy,Deals 345 damage to 2 random enemies,"Deals 874 damage, 100% chance to stun and skill gauge charge speed -35% for 20s to 3 random enemies",http://i.imgur.com/cvlPc7j.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10801605232.png,Debuffer,Water,:star::star::star:,I'm still thinking. Come back later for comments.
dj hertz,,,DJ Hertz,Skill gauge charge rate +12% to all allies,Deals 49 damage,Deals 113 damage to 1 enemy,Skill gauge charge rate +31% for 20s to 3 allies with highest attack,Deals 770 damage to 3 random enemies,http://i.imgur.com/E3sfZ8O.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i10522963632.png,Support,Water,:star::star::star:,I'm still thinking. Come back later for comments.
euros,,,Euros,Skill gauge charge rate +12% to all allies,Deals 51 damage,Deals 125 damage to 1 enemy and skill gauge charge rate +30% for 8s to 1 random ally,Skill gauge charge rate +32% for 20s to 3 allies with highest attack,Deals 744 damage to 3 random enemies and skill gauge charge rate +44% for 23s to 3 random allies,http://i.imgur.com/BuPUos3.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i12972331827.png,Support,Water,:star::star::star:,I'm still thinking. Come back later for comments.
liza,"for attacker version search for : ""robo lisa, d lisa""",,Liza,Skill gauge charge rate +12% to all allies,Deals 52 damage,Deals 131 damage to 1 enemy and skill gauge charge speed +30% for 8s to 1 random ally,Attack +50% for 20s to all allies,Deals 854 damage to 3 random enemies and skill gauge charge speed +44% and skill damage +100% for 23s to 3 allies with highest attack,http://i.imgur.com/UEywhqp.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13992286563.png,Support,Water,:star::star::star:,I'm still thinking. Come back later for comments.
frozen watcher,,,Frozen Watcher,Defense +300 to all allies,Deals 47 damage,Deals 94 damage to 1 enemy and defense +80 for 8s to self,Defense +60% for 8s to self and gains Taunt (80% provocation) for 6s,Deals 642 damage to 3 random enemies and defense +35% for 20s to all allies,http://i.imgur.com/zioXooW.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13122753136.png,Tank,Water,:star::star::star:,I'm still thinking. Come back later for comments.
aquamarine feather daron,,,Aquamarine Feather Daron,Defense +300 to all allies,Deals 47 damage,Deals 90 damage to 1 enemy and defense +80 for 8s to self,Defense +60% for 8s to self and gains Taunt (80% provocation) for 6s,Deals 632 damage to 3 random enemies and defense +35% for 20s to all allies,http://i.imgur.com/lLwZNI8.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13213213510.png,Tank,Water,:star::star::star:,I'm still thinking. Come back later for comments.
cruelty dragon,,,Cruelty Dragon,Defense +300 to all allies,Deals 48 damage,Deals 104 damage to 1 enemy and skill defense +18 for 5s to self,Defense +60% for 8s to self and gains Taunt (80% provocation) for 6s,Deals 668 damage to 3 random enemies and defense +50% for 20s to ally with lowest HP and self,http://i.imgur.com/B48oubJ.png,http://static.inven.co.kr/image_2011/site_image/game/minidata/99/i13712490484.png,Tank,Water,:star::star::star:,I'm still thinking. Come back later for comments.
